[18:36:32] [main/INFO]: ModLauncher running: args [--username, hi_im_k3v, --version, 1.21.1, --gameDir, C:\Users\Alexander\AppData\Roaming\ModrinthApp\profiles\Family SMP, --assetsDir, C:\Users\Alexander\AppData\Roaming\ModrinthApp\meta\assets, --assetIndex, 17, --uuid, 5e36ad843c4f4009b0bcb2386f1f3476, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, c4502edb-87c6-40cb-b595-64a280cf8906, --xuid, 0, --userType, msa, --versionType, release, --width, 854, --height, 480, --fml.neoForgeVersion, 21.1.219, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient]
[18:36:32] [main/INFO]: JVM identified as Eclipse Adoptium OpenJDK 64-Bit Server VM 21.0.6+7-LTS
[18:36:32] [main/INFO]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.6 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0
[18:36:32] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[18:36:33] [main/INFO]: Trying GL version 4.6
[18:36:33] [main/INFO]: Requested GL version 4.6 got version 4.6
[18:36:33] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/C:/Users/Alexander/AppData/Roaming/ModrinthApp/meta/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%23166!/ Service=ModLauncher Env=CLIENT
[18:36:33] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 4070/PCIe/SSE2 GL version 4.6.0 NVIDIA 591.86, NVIDIA Corporation
[18:36:34] [main/INFO]: Found mod file "client-1.21.1-20240808.144430-srg.jar" [locator: production client provider +net.neoforged:neoforge:21.1.219:client]
[18:36:34] [main/INFO]: Found mod file "neoforge-21.1.219-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[C:\Users\Alexander\AppData\Roaming\ModrinthApp\meta\libraries\net\neoforged\neoforge\21.1.219\neoforge-21.1.219-universal.jar]], reader: mod manifest]
[18:36:34] [main/INFO]: Found library file "~nonexistent" [locator: org.sinytra.connector.locator.ConnectorEarlyLocatorBootstrap@51abf713]
[18:36:34] [main/INFO]: Found mod file "accessories-neoforge-1.1.0-beta.53+1.21.1.jar" [locator: {mods folder locator at C:\Users\Alexander\AppData\Roaming\ModrinthApp\profiles\Family SMP\mods}, reader: mod manifest]
[18:36:34] [main/INFO]: Found mod file "AI-Improvements-1.21-0.5.3.jar" [locator: {mods folder locator at C:\Users\Alexander\AppData\Roaming\ModrinthApp\profiles\Family SMP\mods}, reader: mod manifest]
[18:36:34] [main/INFO]: Found mod file "alexsmobs-1.22.17.jar" [locator: {mods folder locator at C:\Users\Alexander\AppData\Roaming\ModrinthApp\profiles\Family SMP\mods}, reader: mod manifest]
[18:36:34] [main/INFO]: Found mod file "Almanac-1.21.1-2-neoforge-1.5.2.jar" [locator: {mods folder locator at C:\Users\Alexander\AppData\Roaming\ModrinthApp\profiles\Family SMP\mods}, reader: mod manifest]
[18:36:34] [main/INFO]: Found mod file "alternate_current-mc1.21-1.9.0.jar" [locator: {mods folder locator at C:\Users\Alexander\AppData\Roaming\ModrinthApp\profiles\Family SMP\mods}, reader: mod manifest]
[18:36:34] [main/INFO]: Found mod file "AmbientSounds_NEOFORGE_v6.3.3_mc1.21.1.jar" [locator: {mods folder locator at C:\Users\Alexander\AppData\Roaming\ModrinthApp\profiles\Family SMP\mods}, reader: mod manifest]
[18:36:34] [main/INFO]: Found mod file "amendments-1.21-2.0.15-neoforge.jar" [locator: {mods folder locator at C:\Users\Alexander\AppData\Roaming\ModrinthApp\profiles\Family SMP\mods}, reader: mod manifest]
